dataset,strong_branching_limit,num_features,hl1,hl2,hl3,hl4,epochs,num_branch_callbacks,runtime
rmatr100-p10.mps.gz,160,19,10,20,20,10,20,2514,12249.285227

solution status,objective value
node_limit_feasible,424.0

branch iter,predicted var
160,590
161,116
162,194
163,495
164,573
165,300
166,112
167,67
168,583
169,871
170,153
171,104
172,350
173,125
174,197
175,207
176,208
177,34
178,525
179,178
180,484
181,1225
182,5
183,697
184,509
185,245
186,675
187,622
188,696
189,279
190,468
191,141
192,838
193,203
194,491
195,189
196,490
197,287
198,384
199,449
200,982
201,394
202,414
203,554
204,226
205,290
206,34
207,525
208,309
209,1122
210,464
211,697
212,5
213,264
214,838
215,118
216,237
217,470
218,324
219,506
220,347
221,530
222,465
223,563
224,528
225,145
226,738
227,612
228,255
229,634
230,464
231,85
232,406
233,360
234,641
235,300
236,5
237,525
238,332
239,201
240,882
241,622
242,786
243,375
244,301
245,500
246,377
247,245
248,472
249,226
250,417
251,124
252,782
253,549
254,5
255,525
256,360
257,933
258,833
259,177
260,232
261,500
262,532
263,67
264,324
265,34
266,563
267,982
268,832
269,741
270,484
271,308
272,738
273,1171
274,473
275,673
276,311
277,5
278,568
279,315
280,582
281,384
282,739
283,352
284,562
285,796
286,384
287,395
288,42
289,562
290,409
291,208
292,377
293,521
294,5
295,668
296,226
297,398
298,741
299,485
300,351
301,175
302,317
303,118
304,301
305,156
306,370
307,134
308,377
309,303
310,409
311,639
312,395
313,370
314,287
315,267
316,384
317,324
318,841
319,457
320,5
321,180
322,456
323,287
324,454
325,709
326,213
327,709
328,263
329,658
330,553
331,375
332,120
333,300
334,332
335,579
336,240
337,379
338,134
339,395
340,365
341,255
342,347
343,256
344,208
345,982
346,711
347,453
348,233
349,568
350,658
351,447
352,521
353,326
354,365
355,1122
356,506
357,34
358,550
359,610
360,237
361,501
362,1250
363,725
364,233
365,85
366,233
367,4
368,397
369,418
370,786
371,596
372,739
373,34
374,196
375,882
376,525
377,255
378,447
379,252
380,211
381,540
382,521
383,157
384,251
385,42
386,722
387,255
388,354
389,67
390,260
391,893
392,118
393,257
394,554
395,301
396,841
397,134
398,156
399,373
400,67
401,839
402,506
403,414
404,818
405,328
406,187
407,494
408,230
409,257
410,741
411,525
412,540
413,675
414,538
415,748
416,625
417,786
418,716
419,473
420,498
421,1122
422,252
423,112
424,686
425,806
426,514
427,447
428,621
429,257
430,187
431,356
432,385
433,175
434,663
435,145
436,364
437,384
438,218
439,439
440,1025
441,156
442,663
443,324
444,443
445,42
446,208
447,711
448,743
449,395
450,131
451,283
452,120
453,201
454,680
455,514
456,211
457,625
458,230
459,218
460,301
461,340
462,130
463,234
464,412
465,220
466,300
467,862
468,97
469,741
470,5
471,5
472,273
473,656
474,30
475,34
476,201
477,208
478,353
479,365
480,554
481,693
482,418
483,480
484,134
485,218
486,395
487,562
488,1122
489,187
490,398
491,326
492,573
493,555
494,479
495,145
496,74
497,1122
498,81
499,45
500,739
501,218
502,554
503,706
504,349
505,187
506,214
507,375
508,328
509,145
510,741
511,649
512,248
513,273
514,172
515,67
516,489
517,145
518,189
519,166
520,625
521,649
522,563
523,883
524,300
525,230
526,743
527,4
528,4
529,181
530,328
531,205
532,996
533,535
534,4
535,486
536,118
537,330
538,201
539,127
540,479
541,288
542,180
543,370
544,120
545,256
546,625
547,81
548,255
549,882
550,649
551,540
552,521
553,628
