dataset,strong_branching_limit,num_features,hl1,hl2,hl3,hl4,epochs,num_branch_callbacks,runtime
app1-2.mps.gz,720,7,30,70,70,20,5,2727,14515.49306

solution status,objective value
node_limit_feasible,-34.0

branch iter,predicted var
720,26584
721,25071
722,25072
723,25076
724,25087
725,25117
726,16574
727,25118
728,25094
729,23816
730,23776
731,23784
732,26614
733,25071
734,25072
735,25076
736,25087
737,25117
738,25118
739,23816
740,23785
741,23794
742,23796
743,23798
744,23801
745,26680
746,22204
747,26173
748,18878
749,16572
750,16574
751,18914
752,21778
753,21776
754,21789
755,21793
756,21787
757,21972
758,21975
759,16579
760,21983
761,22204
762,21983
763,26178
764,21991
765,21997
766,22010
767,22013
768,22015
769,22000
770,20605
771,20598
772,16571
773,16579
774,19872
775,22211
776,14990
777,16580
778,16579
779,16581
780,16585
781,10098
782,25072
783,25086
784,13695
785,26614
786,12005
787,23809
788,21972
789,21975
790,21997
791,16579
792,22000
793,14998
794,15015
795,26210
796,15018
797,9312
798,9313
799,9314
800,9318
801,9316
802,266
803,11977
804,14978
805,14217
806,4791
807,266
808,10098
809,4774
810,5610
811,20089
812,8507
813,25015
814,266
815,266
816,21972
817,21975
818,21983
819,21991
820,21997
821,22010
822,22013
823,22015
824,22000
825,21778
826,21776
827,21789
828,21793
829,14990
830,14998
831,15015
832,15018
833,14978
834,18914
835,4774
836,22204
837,25072
838,25076
839,14174
840,14193
841,14197
842,14209
843,14204
844,19412
845,8102
846,12573
847,4502
848,24275
849,24278
850,24284
851,24315
852,24281
853,11693
854,25087
855,25118
856,4102
857,4072
858,4077
859,4096
860,266
861,4774
862,22204
863,25072
864,25076
865,19412
866,20079
867,20087
868,20088
869,20097
870,20098
871,20104
872,20107
873,20112
874,20113
875,15682
876,15684
877,24978
878,24982
879,24993
880,25004
881,25006
882,25008
883,25014
884,25019
885,25010
886,10098
887,26210
888,23816
889,26584
890,16598
891,16571
892,266
893,16571
894,26606
895,16571
896,266
897,16571
898,23816
899,266
900,266
901,16571
902,15692
903,15698
904,15699
905,15708
906,15710
907,15713
908,15718
909,15673
910,25118
911,266
912,20089
913,24272
914,18719
915,3498
916,3476
917,18679
918,15673
919,18700
920,3492
921,3517
922,4102
923,4096
924,4084
925,15673
926,16589
927,266
928,20089
929,13496
930,148
931,9279
932,10098
933,9296
934,2387
935,4774
936,4774
937,4881
938,5610
939,9279
940,25015
941,113
942,8102
943,2387
944,79
945,11977
946,20914
947,20913
948,11374
949,4774
950,11081
951,9286
952,9295
953,9300
954,9301
955,9304
956,9305
957,9306
958,9309
959,24694
960,15673
961,11413
962,10098
963,4881
964,4513
965,13496
966,20987
967,20983
968,20998
969,21000
970,21003
971,13919
972,717
973,18695
974,19611
975,4073
976,19898
977,19878
978,19587
979,19596
980,711
981,14987
982,13005
983,3477
984,22211
985,24918
986,20575
987,14990
988,22006
989,18903
990,21816
991,21778
992,10606
993,19598
994,19602
995,19610
996,19618
997,19583
998,270
999,267
1000,270
1001,270
1002,270
1003,4073
1004,19898
1005,711
1006,14987
1007,13005
1008,3477
1009,22211
1010,20575
1011,22006
1012,18903
1013,21816
1014,16995
1015,16985
1016,270
1017,16897
1018,269
1019,270
1020,267
1021,270
1022,270
1023,270
1024,270
1025,4881
1026,4513
1027,13496
1028,21003
1029,717
1030,270
1031,19611
1032,4073
1033,19898
1034,19587
1035,14987
1036,13005
1037,3477
1038,22211
1039,20575
1040,270
1041,16897
1042,11109
1043,270
1044,270
1045,4073
1046,19898
1047,14987
1048,13005
1049,3477
1050,22211
1051,20575
1052,270
1053,16897
1054,11109
1055,270
1056,270
1057,270
1058,9312
1059,9314
1060,9318
1061,9316
1062,4513
1063,24694
1064,10098
1065,11374
1066,4881
1067,4073
1068,20803
1069,20575
1070,16897
1071,9811
1072,717
1073,13005
1074,21816
1075,14987
1076,22006
1077,18903
1078,22211
1079,25086
1080,13695
1081,16897
1082,16897
1083,21013
1084,11374
1085,13695
1086,13496
1087,148
1088,9286
1089,9295
1090,9300
1091,9301
1092,9318
1093,9304
1094,9314
1095,9312
1096,9309
1097,9305
1098,9316
1099,20914
1100,11977
1101,20892
1102,12005
1103,2387
1104,270
1105,11977
1106,20914
1107,4774
1108,2387
1109,20987
1110,20983
1111,20998
1112,21000
1113,21003
1114,24694
1115,11413
1116,4881
1117,8507
1118,10098
1119,270
1120,30
1121,270
1122,10098
1123,270
1124,270
1125,11098
1126,4774
1127,2387
1128,20874
1129,11098
1130,11079
1131,11085
1132,11093
1133,11095
1134,11109
1135,15673
1136,11413
1137,10098
1138,24694
1139,95
1140,270
1141,270
1142,270
1143,10098
1144,11098
1145,2387
1146,9286
1147,11977
1148,4774
1149,9286
1150,9295
1151,9304
1152,9305
1153,9312
1154,9309
1155,145
1156,92
1157,10098
1158,9306
1159,9316
1160,11374
1161,20913
1162,20874
1163,11413
1164,10098
1165,21003
1166,21013
1167,4513
1168,270
1169,30
1170,4513
1171,270
1172,30
1173,14217
1174,11098
1175,9286
1176,9295
1177,20987
1178,20983
1179,20998
1180,10098
1181,17078
1182,11374
1183,4774
1184,25076
1185,25087
1186,25118
1187,9301
1188,21000
1189,21003
1190,21013
1191,2389
1192,25086
1193,185
1194,25072
1195,9301
1196,9304
1197,24978
1198,20575
1199,3477
1200,4774
1201,187
1202,11081
1203,30
1204,16888
1205,24694
1206,9306
1207,711
1208,24918
1209,24715
1210,24674
1211,24685
1212,24709
1213,24708
1214,24692
1215,24689
1216,4073
1217,20803
1218,24272
1219,4881
1220,26614
1221,10098
1222,11374
1223,11374
1224,4882
1225,4871
1226,4872
1227,4873
1228,4874
1229,4875
1230,4876
1231,4877
1232,4878
1233,4879
1234,4880
1235,4883
1236,4884
1237,4885
1238,4886
1239,4887
1240,4888
1241,4889
1242,4891
1243,4892
1244,4893
1245,4894
1246,4895
1247,4896
1248,4897
1249,4898
1250,4899
1251,4900
1252,4901
1253,4902
1254,4903
1255,4904
1256,4905
1257,4906
1258,4907
1259,4908
1260,4909
1261,4910
1262,4911
1263,4912
1264,4913
1265,4914
1266,4915
1267,4916
1268,4917
1269,4918
1270,266
1271,23809
1272,4102
1273,4096
1274,4084
1275,4881
1276,4882
1277,4871
1278,4872
1279,4877
1280,4878
1281,4879
1282,4885
1283,4889
1284,4893
