dataset,strong_branching_limit,num_features,hl1,hl2,hl3,hl4,epochs,num_branch_callbacks,runtime
cov1075.mps.gz,100,7,15,30,30,15,20,892,60.640223

solution status,objective value
MIP_optimal,20.0

branch iter,predicted var
100,43
101,39
102,74
103,76
104,55
105,94
106,25
107,55
108,101
109,80
110,76
111,31
112,95
113,30
114,10
115,48
116,48
117,23
118,108
119,97
120,117
121,71
122,89
123,33
124,65
125,39
126,28
127,109
128,62
129,102
130,107
131,66
132,112
133,74
134,45
135,71
136,66
137,103
138,60
139,30
140,118
141,45
142,59
143,119
144,38
145,107
146,115
147,33
148,103
149,45
150,67
151,48
152,55
153,118
154,60
155,61
156,60
157,92
158,46
159,101
160,62
161,115
162,105
163,48
164,34
165,36
166,26
167,71
168,60
169,25
170,60
171,10
172,39
173,63
174,11
175,64
176,43
177,38
178,92
179,56
180,114
181,111
182,65
183,83
184,54
185,105
186,25
187,5
188,80
189,78
190,104
191,77
192,28
193,103
194,92
195,43
196,64
197,81
198,6
199,18
200,9
201,7
202,50
203,26
204,106
205,82
206,91
207,62
208,113
209,72
210,26
211,6
212,72
213,113
214,62
215,101
216,18
217,50
218,71
219,63
220,101
221,41
222,112
223,63
224,101
225,41
226,79
227,56
228,45
229,59
230,60
231,37
232,59
233,38
234,62
235,101
236,18
237,105
238,79
239,18
240,9
241,90
242,83
243,109
244,90
245,101
246,111
247,26
248,91
249,79
250,112
251,59
252,109
253,30
254,106
255,79
256,56
257,109
258,54
259,41
260,38
261,59
262,60
263,90
264,91
265,83
266,34
267,111
268,99
269,41
270,35
271,101
272,79
273,46
274,38
275,81
276,39
277,83
278,66
279,39
280,51
281,26
282,59
283,111
284,39
285,38
286,60
287,42
288,39
289,45
290,62
291,101
292,59
293,26
294,107
295,66
296,63
297,83
298,119
299,79
300,81
301,63
302,72
303,64
304,118
305,56
306,110
307,106
308,35
309,101
310,45
311,101
312,108
313,9
314,72
315,39
316,51
317,60
318,31
319,110
320,81
321,95
322,73
323,94
324,41
325,81
326,75
327,87
328,95
329,45
330,117
331,63
332,66
333,110
334,117
335,55
336,64
337,43
338,39
339,53
340,27
341,108
342,41
343,119
344,4
345,108
346,84
347,76
348,81
349,92
350,101
351,64
352,79
353,83
354,74
355,53
356,74
357,43
358,79
359,119
360,108
361,66
362,51
363,72
364,9
365,83
366,31
367,62
368,9
369,113
370,95
371,62
372,9
373,43
374,79
375,83
376,119
377,4
378,38
379,39
380,6
381,118
382,1
